Unnamed: 0,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,BMI_tags,Label
5765,11,34.73270046294137,1.4304529022238537,F,16.974282452439827,1179.911,1.9,2241.8309,7,5
6341,16,53.33459434397128,1.5879780039218,F,21.15047042680192,1361.768,1.5,2042.652,8,17
23051,83,97.64333110824396,1.63233299715941,F,36.645872585737095,1479.773,1.5,2219.6595,9,28
12397,26,68.11940407677133,1.6323065882503944,M,25.566270110808517,1638.589,1.7,2785.6013,9,31
5723,11,43.953583625600295,1.4356892642228916,M,21.324231276105003,1311.209,1.2,1573.4508,8,15
22095,88,96.96000567270691,1.631641365181682,F,36.42027479704112,1449.595,1.5,2174.3925,9,28
23247,48,97.53482974338732,1.6323108410814866,M,36.60614537895496,1891.983,1.3,2459.5779,9,30
2775,7,21.52635059487689,1.3301819162344852,F,12.166014524334413,1054.884,1.5,1582.326,7,1
8119,20,56.95818107421635,1.6320187981191725,M,21.384829811683318,1526.336,1.7,2594.7712,8,20
22101,85,96.65567715445104,1.6316920531426031,M,36.30370679496066,1628.029,1.5,2442.0435,9,29
21520,44,94.12621678740246,1.6330629625965292,M,35.29431398695999,1872.861,1.2,2247.4332,9,28
9144,18,57.7515155901165,1.632916508274167,F,21.65885165496716,1402.41,1.7,2384.097,8,19
21700,45,93.74105416875268,1.6328697917268349,M,35.15820740989935,1860.687,1.2,2232.8244,9,28
3129,9,26.18294283137238,1.164614056462534,M,19.304315298797206,945.813,1.5,1418.7195,8,14
16783,35,83.68365246022347,1.631446655296745,M,31.44089291378886,1790.189,1.2,2148.2268,9,27
21647,45,92.4614797828267,1.630911826746829,M,34.76160942390864,1842.178,1.2,2210.6136,9,28
14769,31,75.64660797063986,1.6329621304976674,F,28.36855613980132,1513.111,1.3,1967.0443,9,26
2728,7,26.318116560988745,1.179936478338626,M,18.903296681346625,968.926,1.9,1840.9594,8,16
9460,19,57.03855758626137,1.631616673483254,F,21.425564096102644,1390.645,1.7,2364.0965,8,19
13222,26,66.96591028342857,1.631825977173894,F,25.14815288021952,1453.083,1.9,2760.8577,9,31
8055,19,57.02257623504406,1.630960751250876,F,21.436793014479235,1390.38,1.9,2641.722,8,20
12875,28,68.15302713990258,1.6327567965603025,F,25.564785319549536,1455.238,1.5,2182.857,9,28
11158,25,61.13683976578114,1.6324291125534058,F,22.942160998142132,1401.927,1.7,2383.2759,8,19
9905,19,57.57720888109833,1.6328467282771792,F,21.595326144054035,1396.025,1.7,2373.2425000000003,8,19
14496,32,74.52661255195949,1.6312783192697493,F,28.00626883951337,1497.373,1.7,2545.5341,9,30
3319,9,23.700309962796517,1.220750410991688,M,15.903776637495,939.869,1.9,1785.7511,7,3
20772,44,93.01537129756407,1.6319763488157415,F,34.924243132554096,1618.584,1.5,2427.876,9,29
8902,19,57.27593632264146,1.6332126838108088,M,21.472702616720262,1538.087,1.2,1845.7044,8,16
8238,19,57.60368330896748,1.632097602980148,M,21.62509381319761,1542.019,1.7,2621.4323,8,20
5431,12,33.1203872210322,1.5437728595340274,M,13.897241438025794,1210.036,1.3,1573.0468,7,1
5177,11,42.47526558896527,1.5374736274680014,F,17.968869438694664,1272.433,1.7,2163.1361,7,5
5099,12,32.75572607308778,1.506056704779567,F,14.441243233114532,1169.085,1.5,1753.6275,7,3
14194,31,74.13662283927468,1.6314600770438776,M,27.853507813207735,1686.602,1.2,2023.9224,9,26
19401,40,86.02093713925652,1.6314133680361722,F,32.320356037590926,1570.141,1.5,2355.2115000000003,9,29
15219,31,76.5431384352601,1.6323147332168468,F,28.727541726615552,1521.608,1.2,1825.9296,9,25
15143,31,74.35686879609125,1.6330474863090296,M,27.881970679907408,1690.413,1.3,2197.5369,9,28
22527,78,96.60635197011248,1.6329899395838623,F,36.22752495915115,1493.429,1.2,1792.1148,9,25
6163,15,50.70728793772864,1.601529366998503,M,19.7697223367792,1459.455,1.9,2772.9645,8,21
18337,38,86.78637542535557,1.6322313399354964,F,32.57527765010791,1587.029,1.3,2063.1377,9,27
21227,44,90.87374651925688,1.631117077321622,F,34.156091164144776,1597.878,1.3,2077.2414,9,27
10194,24,62.17273326064837,1.6307585750226636,M,23.378714031351507,1569.946,1.5,2354.919,8,19
23030,62,97.42482992390538,1.631359689682315,F,36.607511091060445,1576.21,1.3,2049.0730000000003,9,26
10756,25,63.52362745435119,1.632413565926366,M,23.83827906500982,1582.48,1.5,2373.7200000000003,8,19
18746,40,85.96784054559583,1.632737263363817,M,32.24804628466276,1788.128,1.2,2145.7536,9,27
22576,55,98.58440084699176,1.6308273627237069,M,37.0674083208436,1858.02,1.5,2787.03,9,31
17340,35,80.6073294381593,1.630906692327007,M,30.30514060567203,1747.774,1.2,2097.3288,9,27
21559,43,92.91444548821268,1.631958115737473,F,34.88712831845313,1622.312,1.5,2433.468,9,29
18488,40,86.08572681493887,1.6314639757895637,F,32.34269261976105,1570.772,1.5,2356.158,9,29
3532,7,25.1803344649582,1.1861982128668354,M,17.895628834824848,956.47,1.9,1817.293,7,3
5217,13,42.04344428997517,1.4792682901607273,F,19.213407402889317,1248.993,1.9,2373.0867,8,19
4726,11,40.02100729704853,1.5185216048553345,M,17.355857063806177,1298.749,1.2,1558.4988,7,1
21401,42,93.82739437241408,1.632546863924257,F,35.20451308577802,1635.876,1.2,1963.0512,9,26
15171,33,74.34309903459443,1.6315254755546154,F,27.92884282496511,1490.953,1.7,2534.6201,9,30
12851,26,67.24895106615882,1.6319012184070598,F,25.25211633065983,1455.813,1.7,2474.8821000000003,9,30
22664,79,98.59753607468488,1.6317187309804155,M,37.0318547428422,1695.446,1.3,2204.0798,9,28
21233,43,93.50953093439426,1.6323773007924478,F,35.092538452092555,1628.096,1.2,1953.7152,9,26
15902,33,74.51534684138889,1.6322706587097453,M,27.967997969273863,1678.596,1.2,2014.3152,9,26
22913,75,96.2964682430215,1.632124890037281,M,36.14960727776127,1691.324,1.5,2536.986,9,30
2101,8,22.11038150227658,1.3147603078911292,F,12.790957835138306,1053.169,1.5,1579.7535000000005,7,1
8224,19,57.04582842191284,1.6315920271623805,F,21.428942645054114,1390.711,1.7,2364.2087,8,19
21627,44,89.92632043539123,1.6312378662906162,F,33.79498320789432,1588.803,1.3,2065.4439,9,27
19275,38,86.2525789513954,1.6309378411060902,M,32.426290610139986,1804.729,1.2,2165.6748,9,28
7562,16,51.06418600653467,1.6105282084161645,F,19.687009080076947,1343.806,1.5,2015.709,8,17
7605,14,53.65304017923455,1.6219796263900126,F,20.394053122197946,1380.006,1.3,1794.0078,8,16
21391,44,89.77312495118528,1.632515831487393,F,33.684611269165366,1587.55,1.3,2063.815,9,27
8903,20,57.84443889169833,1.63201416670408,F,21.71769671610357,1393.749,1.7,2369.3733,8,19
15551,33,74.83640796172,1.6315453674861211,F,28.113481114004745,1495.692,1.9,2841.8148,9,31
510,2,15.929554420930682,1.0046709259364346,F,15.781779058932228,969.318,1.5,1453.977,7,0
21215,43,93.98333282845424,1.6312610852147122,F,35.31863332885761,1632.454,1.5,2448.681,9,29
364,4,14.484310926908012,0.8736521273729148,F,18.97670303776769,923.77,1.7,1570.409,8,15
15329,33,73.59178262801325,1.631310073006344,M,27.653893585112986,1665.462,1.7,2831.2854,9,31
5728,10,44.48726712943324,1.490382925318988,F,20.028111240681167,1288.443,1.9,2448.0417,8,19
1640,3,12.780359971362753,1.0134336560555268,F,12.443783317236203,935.875,1.7,1590.9875,7,1
23621,77,98.52438018951288,1.6309405309960383,M,37.03969996996319,1707.654,1.2,2049.1848,9,26
21173,45,90.48795037626208,1.6332020678926866,M,33.924301079651265,1816.286,1.3,2361.1718,9,29
15059,33,75.13466745902986,1.63195287157825,F,28.211432757680644,1498.625,1.5,2247.9375,9,28
23124,59,96.50875508106162,1.6312357639303987,F,36.268804823332026,1581.494,1.5,2372.241,9,29
4440,13,42.36494735049735,1.498850060187631,M,18.857768137230988,1307.425,1.7,2222.6225,8,18
21586,45,93.06859017312564,1.631034209013133,M,34.98460664858117,1850.557,1.2,2220.6684,9,28
15444,31,72.92032972602435,1.6308173758188909,F,27.41813835595934,1486.574,1.7,2527.1758,9,30
13567,28,66.99692593536948,1.6318322265798613,M,25.15960768597754,1609.374,1.3,2092.1862,9,27
275,4,15.801070559501312,0.8889816193137199,F,19.994058079898405,939.017,1.7,1596.3289,8,15
11267,22,62.364500407490254,1.630876480161674,F,23.447433268030817,1427.548,1.7,2426.8316,8,19
4754,12,33.76655002876223,1.4167497914387686,F,16.82288111056868,1163.606,1.9,2210.8514,7,5
6585,17,53.82392829667157,1.600072410984461,M,21.0230690714184,1487.824,1.9,2826.8656,8,21
15923,32,73.96899941895784,1.632686169995639,F,27.74880698395429,1492.259,1.7,2536.8403,9,30
15216,32,73.53811817756342,1.6317073644847346,M,27.62027287290836,1671.726,1.7,2841.9342,9,31
2732,9,22.18945569620266,1.2033253714690164,F,15.324294932723804,1030.284,1.7,1751.4828000000002,7,3
21937,43,92.84280646284088,1.6324001312831329,M,34.84135349221201,1861.747,1.5,2792.6205,9,31
21863,43,90.4119883513877,1.632321528919999,M,33.93240197284762,1828.405,1.3,2376.9265,9,29
8785,20,57.0213161006368,1.6322043582115435,F,21.403666266409623,1385.879,1.7,2355.9943,8,19
6680,14,48.10490877521929,1.6220774734165078,M,18.2829473767549,1440.876,1.5,2161.314,7,5
893,3,12.4237840510578,0.954125635147026,F,13.647175135812873,922.37,1.9,1752.503,7,3
9235,19,57.22599771674745,1.6314551690812094,F,21.50022895202291,1392.417,1.7,2367.1089,8,19
23667,51,97.35263359939022,1.6317977021558354,M,36.56074780842747,1868.83,1.2,2242.596,9,28
13655,28,67.81409812278704,1.630751520294804,M,25.50024812025138,1620.029,1.7,2754.0493,9,31
13028,27,66.39514009181178,1.631378550015348,F,24.947486489858363,1442.828,1.5,2164.242,8,18
6967,16,51.6384888181324,1.5968678314453548,F,20.25049203322204,1346.997,1.2,1616.3964,8,15
7171,14,48.028571231888655,1.61791208426149,F,18.34804639996632,1325.319,1.3,1722.9147,7,2
20564,43,90.77559059558524,1.632437010570285,M,34.06404502289726,1833.444,1.5,2750.166,9,31
12089,27,66.9616594120566,1.6313293290143367,F,25.161870281292305,1448.258,1.5,2172.387,9,28
8698,18,57.87621960054978,1.6311541711113209,M,21.752547907088925,1552.081,1.9,2948.9538999999995,8,22
23037,84,97.70235568394152,1.6325718912269027,M,36.6572942377402,1649.608,1.2,1979.5296,9,26
1585,4,17.571344900832255,0.9438116548575826,F,19.72578664153153,965.333,1.9,1834.1327,8,16
11541,23,62.87887720305817,1.6320238801201796,F,23.6075957498084,1427.981,1.7,2427.5677,8,19
11574,23,61.01256259515801,1.6315074965832,F,22.921398882834225,1409.977,1.7,2396.9609,8,19
12557,26,67.13940418224182,1.6306889969545155,M,25.248477861784256,1624.354,1.5,2436.531,9,29
20286,45,93.73862715910715,1.6326421614158375,M,35.167101404069655,1860.54,1.3,2418.702,9,29
19185,40,86.59056595978497,1.6308158000237016,F,32.55822779236057,1575.508,1.3,2048.1604,9,26
3061,9,23.00613775161193,1.3210638473506964,M,13.182449020056582,980.516,1.5,1470.774,7,0
2291,8,24.33104533032286,1.1917154612461525,F,17.132298005262204,1053.57,1.5,1580.355,7,1
14969,32,76.96900404104335,1.6315580574437396,F,28.91417480109642,1520.867,1.2,1825.0404,9,25
14089,31,73.18891566147487,1.6312139478692371,M,27.50574803453017,1673.495,1.7,2844.9415,9,31
123,2,17.363209568311287,1.0286136101672887,F,16.410638328387,987.151,1.5,1480.7265,7,0
3333,7,26.96596520328784,1.2050837897384836,F,18.56869918546909,1085.838,1.3,1411.5894,8,14
4175,11,42.61132402165036,1.513434588262161,F,18.603631073561008,1269.653,1.7,2158.4101,8,18
296,2,17.575395650001703,0.9537589173516834,M,19.320923789463965,770.062,1.5,1155.093,8,13
1691,5,17.42424363577566,1.0478474070164647,F,15.869302873393218,976.907,1.9,1856.1233,7,4
12656,28,67.4219067657802,1.6310964297287331,F,25.342050760234493,1447.937,1.7,2461.4929,9,30
3545,9,26.23029789434903,1.1810816859402449,M,18.80370166751408,954.696,1.5,1432.044,8,14
20832,44,92.84180243281386,1.632171537472506,M,34.850736697851666,1854.818,1.2,2225.7816,9,28
12757,27,66.34423622487003,1.6331099376135227,F,24.87553074600613,1442.633,1.5,2163.9495,8,18
21431,42,91.46696171718555,1.6321449352677413,F,34.335771479368525,1613.147,1.5,2419.7205,9,29
12895,27,67.27695799125803,1.631874311870385,M,25.263466060772505,1620.031,1.3,2106.0403,9,27
21477,45,91.17330363307626,1.6324081881882688,F,34.214497226004426,1596.273,1.3,2075.1549,9,27
20199,43,92.2039053399813,1.6311653173597191,M,34.653999023453686,1852.376,1.3,2408.0888,9,29
9958,19,56.71071952420105,1.6315577001242452,M,21.30395730168102,1529.516,1.3,1988.3708,8,17
15009,32,75.15948876469156,1.6328907799751051,F,28.188342759693672,1503.723,1.2,1804.4676,9,25
18209,40,87.03305870523428,1.6323184734323946,F,32.66438271005654,1580.012,1.3,2054.0156,9,27
846,3,17.871296022818015,0.9264267238070814,F,20.822549350400543,969.957,1.9,1842.9183,8,16
2033,8,21.841405974276896,1.1658875235345,F,16.06820195852194,1025.278,1.7,1742.9726,7,2
23745,59,97.18117991909826,1.632585551272407,F,36.46114229189463,1588.179,1.5,2382.2685,9,29
9018,20,56.91870888362112,1.631201563534258,M,21.39142824255472,1525.387,1.7,2593.1579,8,20
9500,20,56.9830341413371,1.6310843832736563,F,21.418680418432587,1385.321,1.7,2355.0457,8,19
13241,27,67.21679220942845,1.6310432941554784,F,25.26659998134129,1450.659,1.9,2756.2521,9,31
2993,7,22.09543327131207,1.2770732851418305,M,13.54786567303036,959.644,1.7,1631.3948,7,1
8946,18,56.97360004682766,1.6326875252938424,M,21.37309979315173,1540.482,1.9,2926.9158,8,22
865,4,16.257547449167202,0.9171362373517172,F,19.328018091921173,948.186,1.5,1422.279,8,14
9910,18,57.48399888424533,1.6326426323346872,M,21.565756966493787,1547.452,1.3,2011.6876,8,17
5338,13,38.65781753576015,1.5546509933257275,M,15.994531166434076,1284.538,1.7,2183.7146,7,5
10698,24,60.91097657677,1.6310615925770076,M,22.895748186286767,1552.811,1.7,2639.7787,8,20
15870,30,73.41222579650976,1.6314498781368203,M,27.58169299200671,1683.472,1.5,2525.208,9,30
14815,32,72.89597727944813,1.632060476615646,M,27.36724419534992,1663.105,1.7,2827.2785,9,31
20692,45,92.18320444240472,1.6329971944514834,M,34.56853093512832,1839.408,1.2,2207.2896,9,28
20461,45,92.09349012464538,1.6307041797832351,F,34.63207898207954,1604.817,1.5,2407.2255,9,29
13992,28,66.30534272681022,1.6319971665874229,F,24.894862012482196,1437.371,1.5,2156.0565,8,18
1000,4,15.34557453304017,1.0598518445231504,F,13.661325305734607,963.692,1.7,1638.2764,7,1
2566,7,23.157427936259577,1.3189440142910696,M,13.311824970188724,995.129,1.9,1890.7451,7,4
6429,17,52.93887889695593,1.623221071974981,M,20.09182543015216,1487.273,1.5,2230.9095,8,18
13748,27,66.64290614203512,1.6316427625912,M,25.0324737575128,1611.229,1.3,2094.5977000000003,9,27
8475,18,57.28718385645938,1.632783511868947,F,21.4882110715118,1397.93,1.7,2376.481,8,19
14099,32,76.91897734049762,1.6314058377123335,F,28.90077424027924,1520.361,1.3,1976.4693,9,26
17549,34,83.55750094368143,1.6317373290857589,F,31.382312636275305,1574.747,1.3,2047.1711000000005,9,26
1434,3,14.107525969088783,1.0597480617801045,F,12.561618410059696,956.489,1.9,1817.3291,7,3
21410,42,89.58589700403209,1.6314251564197952,F,33.6593199236015,1594.967,1.5,2392.4505,9,29
2994,9,23.62377109246965,1.2369201152872085,M,15.440662179013083,946.906,1.7,1609.7402,7,1
12415,26,67.00236587100224,1.6316867861006052,M,25.16613633522419,1622.976,1.7,2759.0592,9,31
2509,8,22.344639843583977,1.3303025753137756,M,12.62619508750714,982.873,1.7,1670.8841,7,2
18679,39,86.95856286063172,1.633006988933937,F,32.608908850153966,1584.113,1.5,2376.1695,9,29
20127,45,90.99153370568594,1.6328251330202423,M,34.12884823772529,1822.997,1.2,2187.5964,9,28
6916,14,51.018153130120126,1.6161996908881666,F,19.531459357859973,1353.728,1.9,2572.0832,8,20
19517,40,86.46753977082747,1.6320645571976495,F,32.46223634140411,1574.539,1.5,2361.8085,9,29
8010,20,57.981211299107024,1.632886899381567,F,21.74578423756008,1395.21,1.7,2371.857,8,19
5485,10,36.70970617156537,1.5460522287246226,M,15.357926543912685,1273.949,1.2,1528.7388,7,0
22491,51,98.48889152807278,1.632175613508696,F,36.97034302279269,1638.263,1.2,1965.9156,9,26
23174,58,96.05475394419656,1.6315468403004028,F,36.08442346518408,1581.889,1.5,2372.8335,9,29
4237,12,34.401033750706624,1.4170812391217096,M,17.130971655015305,1164.235,1.9,2212.0465,7,5
21575,42,89.77848020357666,1.6311693482180525,F,33.74225828580414,1596.772,1.3,2075.8036,9,27
14386,31,76.65668599035187,1.6328501061844536,F,28.751294445137148,1522.789,1.3,1979.6257,9,26
18270,40,86.10335598910993,1.6309415331600043,M,32.37004431517596,1789.087,1.2,2146.9044,9,27
6729,15,48.70884319825244,1.5914769564672149,M,19.231231954976657,1427.05,1.7,2425.985,8,19
23786,84,98.01721756968956,1.6310185823518102,F,36.84550827683388,1478.438,1.7,2513.3446,9,30
8639,20,57.04172457536746,1.6320317170915248,M,21.415856989378792,1527.487,1.3,1985.7331,8,17
7646,15,54.13893892832817,1.6190162566920394,M,20.654149709077863,1515.212,1.3,1969.7756,8,17
14109,32,77.22940525993481,1.6308670184330822,M,29.036588540433502,1721.876,1.3,2238.4388,9,28
13682,27,67.87335255269082,1.631040539449187,M,25.513485317446516,1627.785,1.7,2767.2345,9,31
13311,28,67.62969085414028,1.632259543812714,F,25.383936285426213,1450.129,1.9,2755.2451,9,31
19239,39,85.82410510248572,1.633220902872036,M,32.17506436932285,1793.201,1.2,2151.8412,9,28
7230,15,51.87830790298606,1.593077310422821,F,20.441468785496376,1353.355,1.2,1624.026,8,15
4387,12,40.93629816406667,1.3881350059315387,M,21.24443348459747,1239.295,1.9,2354.6605,8,19
6902,17,52.27952358194441,1.596325749177335,M,20.515805980674568,1464.792,1.9,2783.1048,8,21
4534,11,38.43237145414436,1.4944764434824165,M,17.20754981294545,1264.962,1.3,1644.4506,7,1
21449,44,92.6249248725424,1.632878706192372,F,34.73921636468262,1614.989,1.3,2099.4857,9,27
19803,39,85.90421680734968,1.6325912990817817,F,32.22994226361902,1573.921,1.5,2360.8815,9,29
16708,36,82.44022030700896,1.6328799782770411,M,30.919368540601997,1767.071,1.2,2120.4852,9,27
2756,7,23.215186267726573,1.2646887731892789,F,14.514592452634274,1059.963,1.5,1589.9445,7,1
8837,19,57.95775994311063,1.6330076443051569,M,21.73377447834858,1547.325,1.9,2939.9175,8,22
12862,29,68.16210485223834,1.633091722446622,F,25.557704115679144,1450.682,1.5,2176.023,9,28
191,5,16.620702007634527,1.0003291720372784,F,16.609765267352657,961.115,1.9,1826.1185,7,3
11021,25,60.40265564227374,1.631072791191028,M,22.70436431751689,1539.053,1.3,2000.7689000000005,8,17
16156,35,81.45470509394083,1.6322938078981633,M,30.571694381704933,1760.076,1.2,2112.0912,9,27
9038,19,57.93756231266678,1.632651779845589,F,21.73567272959773,1399.451,1.7,2379.0667,8,19
8377,19,56.76960816255232,1.633102130392347,F,21.285762196946063,1388.316,1.3,1804.8108,8,16
23466,57,98.07126934799956,1.6323971445829433,M,36.80358658365014,1838.175,1.3,2389.6275,9,29
14042,31,75.52522577600006,1.6310241892137645,F,28.39038148827254,1511.616,1.2,1813.9392,9,25
8720,19,56.7545402256201,1.63282490724208,M,21.287339018747044,1530.75,1.2,1836.9,8,16
15994,32,73.03382129137263,1.6313282943879723,M,27.4436130257174,1664.627,1.2,1997.5524,9,26
4203,12,39.87196382827802,1.493985909544792,M,17.863831915250188,1277.639,1.5,1916.4585,7,4
6584,15,50.57736578502728,1.6188439343555086,F,19.2995081718238,1345.246,1.5,2017.869,8,17
5133,12,32.48594576674169,1.488329831810377,M,14.665509022338142,1173.622,1.9,2229.8818,7,5
11070,25,61.99086150894016,1.6328946879376505,F,23.24937698231851,1410.204,1.3,1833.2652,8,16
8774,21,57.79604010328668,1.6319193002514123,M,21.70204832870917,1530.965,1.2,1837.158,8,16
23213,84,97.65449470282692,1.6329011484593052,F,36.62456272674775,1475.276,1.2,1770.3312,9,25
16240,34,83.27383180729278,1.6325915885941071,M,31.24305114551777,1791.947,1.2,2150.3364,9,28
7056,17,47.78615687087568,1.6217963822477957,M,18.16809741509007,1415.969,1.2,1699.1628,7,2
7987,14,52.23490413937107,1.5886133362187913,M,20.69780990209808,1480.725,1.5,2221.0875,8,18
6352,15,48.07180917484508,1.6158623595722323,F,18.411184838165585,1320.686,1.7,2245.1662,7,5
